codigo_ocorrencia3,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_meteorologico,fator_outro
45393,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45396,"INDISCIPLINA DE VOO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45397,"INFLUÊNCIA DO MEIO AMBIENTE,INSTRUÇÃO,PROJETO",3,1,1,1,0,0
45399,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45400,"COORDENAÇÃO DE CABINE,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0
45403,"INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45412,"APLICAÇÃO DE COMANDOS,ATITUDE,CARACTERÍSTICAS DA TAREFA,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,6,3,0,1,0
45466,"ATENÇÃO,ESQUECIMENTO DO PILOTO,OUTRO FATOR",3,1,1,0,0,1
45487,"ATITUDE,CULTURA ORGANIZACIONAL,EQUIPAMENTO - CARACTERÍSTICAS ERGONÔMICAS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",11,5,6,0,0,0
45490,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA DO GRUPO DE TRABALHO,DESORIENTAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",8,5,2,0,1,0
45523,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",4,0,4,0,0,0
45524,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
45525,"MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS",2,1,1,0,0,0
45526,"ILUSÕES VISUAIS,INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,2,2,0,0,0
45528,"ATITUDE,COMUNICAÇÃO,CULTURA ORGANIZACIONAL,INDISCIPLINA DE VOO,INFLUÊNCIAS EXTERNAS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",11,7,4,0,0,0
45553,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO",12,6,5,0,1,0
45554,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,OUTRO FATOR",6,0,4,0,1,1
45564,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",3,0,3,0,0,0
45570,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45571,"CULTURA ORGANIZACIONAL,ESTRESSE,INDISCIPLINA DE VOO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",7,3,4,0,0,0
45573,"ATITUDE,COORDENAÇÃO DE CABINE,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,ESQUECIMENTO DO PILOTO,MEMÓRIA,MOTIVAÇÃO,OUTRO FATOR,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",10,6,3,0,0,1
45576,"APLICAÇÃO DE COMANDOS,ATENÇÃO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO",4,2,2,0,0,0
45579,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",4,1,2,0,1,0
45580,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,SISTEMAS DE APOIO",3,1,2,0,0,0
45584,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
45585,"APLICAÇÃO DE COMANDOS,ATENÇÃO,ESQUECIMENTO DO PILOTO,INDISCIPLINA DE VOO,INFLUÊNCIA DO MEIO AMBIENTE,PERCEPÇÃO,PLANEJAMENTO DE VOO",7,3,4,0,0,0
45587,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45588,CONDIÇÕES METEOROLÓGICAS ADVERSAS,1,0,0,0,1,0
45596,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",7,1,5,0,1,0
45597,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INSTRUÇÃO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",5,0,4,0,1,0
45599,"JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
45618,"PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45731,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45734,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45747,"ESQUECIMENTO DO PILOTO,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
45748,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
45749,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45751,"APLICAÇÃO DE COMANDOS,OUTRO FATOR",2,0,1,0,0,1
45752,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45753,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45755,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
45756,"COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",6,2,4,0,0,0
45757,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,OUTRO FATOR,POUCA EXPERIÊNCIA DO PILOTO",4,0,3,0,0,1
45759,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CONHECIMENTO DE NORMAS (ATS),DESORIENTAÇÃO,FABRICAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",13,5,6,1,1,0
45785,"APLICAÇÃO DE COMANDOS,FABRICAÇÃO",2,0,1,1,0,0
45799,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
45819,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA ORGANIZACIONAL,FABRICAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PROCESSO DECISÓRIO",10,6,3,1,0,0
45820,"ATENÇÃO,ATITUDE,COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESORIENTAÇÃO,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",14,9,4,0,1,0
45821,"INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45822,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45829,PLANEJAMENTO DE VOO,1,0,1,0,0,0
45833,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45856,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45866,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45891,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
45899,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
45900,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,2,0,1,0
45901,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45912,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45914,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,ESQUECIMENTO DO PILOTO,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO",5,0,5,0,0,0
45927,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45929,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
45930,"INFLUÊNCIA DO MEIO AMBIENTE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",3,1,2,0,0,0
45932,"COORDENAÇÃO DE CABINE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",4,0,4,0,0,0
45933,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO",2,0,1,0,1,0
45934,"ATENÇÃO,ATITUDE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,INSTRUÇÃO,PESSOAL DE APOIO,PLANEJAMENTO GERENCIAL",7,3,4,0,0,0
45936,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
46024,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
46026,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
46042,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
46048,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46049,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
46092,"ATENÇÃO,ATITUDE,CLIMA ORGANIZACIONAL,COMUNICAÇÃO,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,JULGAMENTO DE PILOTAGEM,ORGANIZAÇÃO DO TRABALHO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,8,2,0,0,0
46093,"COORDENAÇÃO DE CABINE,ESQUECIMENTO DO PILOTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",4,0,4,0,0,0
46152,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",5,0,4,0,1,0
46154,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46170,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SISTEMAS DE APOIO",8,4,4,0,0,0
46172,"COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0
46187,PROJETO,1,0,0,1,0,0
46199,"ATENÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO",9,5,4,0,0,0
46200,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46201,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
46202,"ATITUDE,COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",7,3,3,0,1,0
46256,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO",6,2,4,0,0,0
46257,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
46259,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
46260,"INFLUÊNCIA DO MEIO AMBIENTE,PLANEJAMENTO DE VOO",2,1,1,0,0,0
46261,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
46263,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
46280,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
46281,"INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
46282,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
46300,PROJETO,1,0,0,1,0,0
46336,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
46337,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
46338,OUTRO FATOR,1,0,0,0,0,1
46356,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PLANEJAMENTO DE VOO",7,0,5,0,1,1
46368,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
46373,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46411,"ATENÇÃO,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM",3,1,2,0,0,0
46415,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
46431,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46434,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",6,2,3,0,1,0
46435,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,ESQUECIMENTO DO PILOTO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",11,4,7,0,0,0
46437,"ATITUDE,ENFERMIDADE,INDISCIPLINA DE VOO",3,2,1,0,0,0
46443,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
46444,"INDISCIPLINA DE VOO,INFRAESTRUTURA AEROPORTUÁRIA,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
46445,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46446,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM",5,0,4,0,1,0
46449,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS",2,0,1,0,1,0
46450,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
46451,"COORDENAÇÃO DE TRÁFEGO,PLANEJAMENTO DE VOO",2,0,2,0,0,0
46496,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,3,0,0,0
46498,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
46563,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,RELAÇÕES INTERPESSOAIS",5,2,2,0,1,0
46564,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
46565,PLANEJAMENTO DE VOO,1,0,1,0,0,0
46568,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
46570,"APLICAÇÃO DE COMANDOS,ATITUDE,COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PROCESSO DECISÓRIO",10,5,4,0,1,0
46582,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESORIENTAÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",11,5,5,0,1,0
46583,"CARACTERÍSTICAS DA TAREFA,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,ESTRESSE,FADIGA,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",13,8,5,0,0,0
46584,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
46590,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
46591,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PERCEPÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",6,2,3,0,1,0
46630,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46712,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
46734,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46746,"ATENÇÃO,ESQUECIMENTO DO PILOTO,ESTADO EMOCIONAL,ESTRESSE,INFLUÊNCIAS EXTERNAS,JULGAMENTO DE PILOTAGEM",6,4,2,0,0,0
46747,"MANUTENÇÃO DE AERONAVE,POUCA EXPERIÊNCIA DO PILOTO,PROCESSOS ORGANIZACIONAIS",3,1,2,0,0,0
46748,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESVIO DE NAVEGAÇÃO,INDISCIPLINA DE VOO,INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",10,3,6,0,1,0
46750,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
46751,"APLICAÇÃO DE COMANDOS,CARACTERÍSTICAS DA TAREFA,CULTURA DO GRUPO DE TRABALHO,FADIGA,INCONSCIÊNCIA,JULGAMENTO DE PILOTAGEM,OBESIDADE,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SOBRECARGA DE TAREFAS,SUPERVISÃO GERENCIAL",13,8,5,0,0,0
46753,"PLANEJAMENTO DE VOO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",4,2,2,0,0,0
46756,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46840,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",4,1,2,0,1,0
46846,"DESORIENTAÇÃO,POUCA EXPERIÊNCIA DO PILOTO",2,1,1,0,0,0
46852,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
46854,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
46855,"ATENÇÃO,ESQUECIMENTO DO PILOTO,MEMÓRIA,MOTIVAÇÃO,OUTRO FATOR,PERCEPÇÃO",6,4,1,0,0,1
46856,"ATENÇÃO,MANUTENÇÃO DE AERONAVE",2,1,1,0,0,0
46860,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
46864,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
46865,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
46873,"MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
46901,"MANUTENÇÃO DE AERONAVE,OUTRO FATOR",2,0,1,0,0,1
46916,"ÁLCOOL,DESORIENTAÇÃO,FADIGA,ORGANIZAÇÃO DO TRABALHO,SUPERVISÃO GERENCIAL",5,4,1,0,0,0
46918,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
46969,"APLICAÇÃO DE COMANDOS,ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESORIENTAÇÃO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MEMÓRIA,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",14,7,6,0,1,0
47012,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",7,2,4,0,1,0
47013,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,0,3,0,1,0
47015,"ATITUDE,CULTURA DO GRUPO DE TRABALHO,INFRAESTRUTURA AEROPORTUÁRIA,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PUBLICAÇÕES (ATS),SISTEMAS DE APOIO",8,3,5,0,0,0
47047,"MANUTENÇÃO DE AERONAVE,ORGANIZAÇÃO DO TRABALHO,SUPERVISÃO GERENCIAL",3,1,2,0,0,0
47074,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
47075,"INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
47110,"ATITUDE,CULTURA DO GRUPO DE TRABALHO,EQUIPAMENTO - CARACTERÍSTICAS ERGONÔMICAS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA",6,4,2,0,0,0
47133,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
47142,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INFLUÊNCIA DO MEIO AMBIENTE,INSTRUÇÃO,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",13,8,5,0,0,0
47156,"INDISCIPLINA DE VOO,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
47354,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
47649,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
47652,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
47661,"PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
